key,fare_amount
2015-01-27 13:08:24.0000002,10.03256891171871
2015-01-27 13:08:24.0000003,10.405475325897855
2011-10-08 11:53:44.0000002,4.923554026970159
2012-12-01 21:12:12.0000002,8.0709715247572
2012-12-01 21:12:12.0000003,15.218566725055181
2012-12-01 21:12:12.0000005,10.444127778749047
2011-10-06 12:10:20.0000001,5.349528782596252
2011-10-06 12:10:20.0000003,48.80763517520447
2011-10-06 12:10:20.0000002,11.73990575310448
2014-02-18 15:22:20.0000002,6.361992215428172
2014-02-18 15:22:20.0000003,9.929948470503707
2014-02-18 15:22:20.0000001,16.4300216853153
2010-03-29 20:20:32.0000002,4.923554026970159
2010-03-29 20:20:32.0000001,6.808654570214976
2011-10-06 03:59:12.0000002,8.552566230921736
2011-10-06 03:59:12.0000001,12.862279860522383
2012-07-15 16:45:04.0000006,4.9285503396955
2012-07-15 16:45:04.0000002,8.430677904089542
2012-07-15 16:45:04.0000003,5.199321020596013
2012-07-15 16:45:04.0000004,4.912367975235375
2014-10-29 02:09:56.0000001,7.7053031652881945
2014-06-14 13:39:00.00000010,8.413161079179032
2014-06-14 13:39:00.00000060,6.873855734419717
2014-06-14 13:39:00.00000087,9.016392161905838
2014-06-14 13:39:00.00000050,19.979030972990046
2014-06-14 13:39:00.0000003,6.588603119693945
2014-06-14 13:39:00.000000158,40.16412510330625
2014-06-14 13:39:00.00000015,24.24974710918903
2014-06-14 13:39:00.00000073,6.554558385769709
2014-06-14 13:39:00.00000077,16.686397606895405
2014-06-14 13:39:00.000000145,11.53749645099345
2014-06-14 13:39:00.00000079,6.632379116268492
2014-06-14 13:39:00.000000121,5.977034755325892
2014-06-14 13:39:00.00000021,10.989296179955147
2014-06-14 13:39:00.0000005,9.407405969878305
2014-06-14 13:39:00.000000165,7.550789018824414
2014-06-14 13:39:00.000000184,6.632379116268492
2014-06-14 13:39:00.00000059,5.879994392868657
2014-06-14 13:39:00.00000070,7.550789018824414
2014-06-14 13:39:00.00000068,4.957473067372107
2014-06-14 13:39:00.000000133,19.76390819828111
2014-06-14 13:39:00.000000128,10.414679560394106
2014-06-14 13:39:00.000000136,19.420662352545634
2014-06-14 13:39:00.00000017,10.14775354234718
2014-06-14 13:39:00.000000111,5.010461141515199
2014-06-14 13:39:00.000000115,12.309267121999266
2014-06-14 13:39:00.000000168,5.695141131913158
2014-06-14 13:39:00.00000031,6.689993615083538
2014-06-14 13:39:00.000000116,6.031576743797216
2014-06-14 13:39:00.00000051,5.010461141515199
2014-06-14 13:39:00.000000193,13.424819440909863
2014-06-14 13:39:00.000000132,12.77484313200027
2014-06-14 13:39:00.000000167,19.689903895385985
2014-06-14 13:39:00.00000044,6.361992215428172
2014-06-14 13:39:00.000000138,7.216605077942255
2014-06-14 13:39:00.00000066,17.17231709028688
2014-06-14 13:39:00.00000063,12.551663997473293
2014-06-14 13:39:00.000000154,10.282403774972337
2014-06-14 13:39:00.00000097,14.175188222250622
2014-06-14 13:39:00.00000067,14.54472890225993
2014-06-14 13:39:00.000000179,7.236849557216436
2014-06-14 13:39:00.00000092,10.58371959405182
2014-06-14 13:39:00.00000029,5.356092486022534
2014-06-14 13:39:00.000000177,5.679791114062956
2014-06-14 13:39:00.000000192,7.549494184616886
2014-06-14 13:39:00.000000181,7.129984058392541
2014-06-14 13:39:00.000000120,10.596958578275498
2014-06-14 13:39:00.0000008,5.8098706740571275
2014-06-14 13:39:00.000000103,5.010461141515199
2014-06-14 13:39:00.00000049,17.951592610760727
2014-06-14 13:39:00.000000108,6.802481253316688
2014-06-14 13:39:00.00000072,5.010461141515199
2014-06-14 13:39:00.000000182,12.115717453434849
2014-06-14 13:39:00.00000061,7.273306978475798
2014-06-14 13:39:00.00000093,10.244817534753814
2014-06-14 13:39:00.000000170,11.775055174555776
2014-06-14 13:39:00.000000147,44.24571521430942
